Time_Seconds,Best_Fitness
1172.85,152769.0
1178.83,151656.0
1184.86,151458.0
1190.85,151373.0
1196.88,150489.0
1202.86,150042.0
1209.1,149687.0
1215.1,149687.0
1221.11,148537.0
1227.07,148537.0
1233.09,147908.0
1239.11,147113.0
1245.06,146855.0
1251.09,146855.0
1257.04,146855.0
1263.05,145916.0
1269.07,145825.0
1275.06,145591.0
1281.06,144760.0
1287.12,144086.0
1293.08,144086.0
1299.13,143236.0
1305.18,142849.0
1311.17,142125.0
1317.19,142125.0
1323.19,142125.0
1329.26,141709.0
1335.29,141107.0
1341.28,141103.0
1347.29,140425.0
1353.29,139179.0
1359.25,138768.0
1365.2,138768.0
1371.19,138382.0
1377.17,137516.0
1383.21,137434.0
1389.29,136484.0
1395.29,136484.0
1401.31,136025.0
1407.3,135678.0
1413.24,135668.0
1419.27,134788.0
1425.3,134364.0
1431.3,134145.0
1437.31,134011.0
1443.37,133604.0
1449.4,132702.0
1455.35,132372.0
1461.4,131662.0
1467.41,131100.0
1473.39,131100.0
1479.31,131074.0
1485.31,130591.0
1491.3,130401.0
1497.28,129897.0
1503.27,129495.0
1509.29,128964.0
1515.28,128785.0
1521.31,128517.0
1527.27,128320.0
1533.34,127987.0
1539.39,127894.0
1545.35,127544.0
1551.38,127459.0
1557.39,127290.0
1563.35,126919.0
1569.35,126117.0
1575.27,126117.0
1581.31,125429.0
1587.32,125140.0
1593.27,124082.0
1599.25,124006.0
1605.25,123582.0
1611.18,123582.0
1617.21,123458.0
1623.24,123157.0
1629.31,122939.0
1635.25,122659.0
1641.24,122333.0
1647.26,122057.0
1653.24,121572.0
1659.26,121572.0
1665.24,121050.0
1671.23,120993.0
1677.18,120193.0
1683.17,119859.0
1689.13,119421.0
1695.13,118991.0
1701.15,118834.0
1707.15,118778.0
1713.13,118609.0
1719.06,118342.0
1725.04,118342.0
1731.06,118230.0
1737.08,117800.0
1743.07,117596.0
1749.18,117225.0
1755.22,116695.0
1761.24,116592.0
1767.29,116387.0
1773.39,116077.0
1779.33,116006.0
1785.29,115578.0
1791.25,115455.0
1797.19,115252.0
1803.15,114987.0
1809.1,114628.0
1815.03,114106.0
1821.08,114100.0
1827.02,113821.0
1832.98,113782.0
1838.97,113372.0
1844.9,112940.0
1850.9,112655.0
1856.91,112550.0
1862.84,112134.0
1868.88,111932.0
1874.84,111411.0
1880.81,111411.0
1886.8,111308.0
1892.8,111065.0
1898.83,110700.0
1904.81,110665.0
1910.89,110488.0
1916.89,110217.0
1922.94,109898.0
1928.95,109241.0
1934.85,108880.0
1940.85,108525.0
1946.8,107704.0
1952.72,107495.0
1958.67,107053.0
1964.67,106310.0
1970.58,106246.0
1976.48,106222.0
1982.5,105702.0
1988.58,105062.0
1994.51,105062.0
2000.47,104940.0
2006.38,104693.0
2012.37,104414.0
2018.38,103979.0
2024.34,103890.0
2030.26,103699.0
2036.31,103304.0
2042.25,103025.0
2048.17,102741.0
2054.13,102326.0
2060.11,101952.0
2066.05,101643.0
2071.98,101545.0
2077.95,101082.0
2083.9,101082.0
2089.93,100908.0
2095.88,100702.0
2101.81,100484.0
2107.79,100446.0
2113.79,100176.0
2119.78,100017.0
2125.74,99956.0
2131.72,99597.0
2137.68,99329.0
2143.69,99086.0
2149.64,99086.0
2155.6,98973.0
2161.61,98740.0
2167.57,98740.0
2173.47,98683.0
2179.4,98560.0
2185.35,98248.0
2191.27,98115.0
2197.27,98015.0
2203.16,97867.0
2209.15,97605.0
2215.14,97236.0
2221.13,97025.0
2227.1,96782.0
2233.09,96555.0
2239.09,96534.0
2245.05,96295.0
2251.08,96136.0
2257.04,95983.0
2262.99,95869.0
2268.94,95650.0
2274.91,95466.0
2280.91,95179.0
2286.92,95086.0
2292.87,94729.0
2298.82,94676.0
2304.79,94302.0
2310.73,94188.0
2316.67,94133.0
2322.69,93998.0
2328.66,93856.0
2334.65,93453.0
2340.61,93324.0
2346.64,93052.0
2352.62,92758.0
2358.61,92758.0
2364.56,92687.0
2370.49,92372.0
2376.48,92276.0
2382.47,92218.0
2388.44,91919.0
2394.37,91919.0
2400.32,91438.0
2406.28,91366.0
2412.23,91031.0
2418.09,90867.0
2424.04,90765.0
2429.98,90415.0
2435.94,90036.0
2441.95,89805.0
2447.86,89270.0
2453.85,89131.0
2459.82,88792.0
2465.78,88429.0
2471.69,88125.0
2477.65,87994.0
2483.65,87831.0
2489.57,87812.0
2495.53,87432.0
2501.51,87067.0
2507.47,87012.0
2513.41,86664.0
2519.46,86475.0
2525.37,86294.0
2531.29,86241.0
2537.32,86121.0
2543.25,85962.0
2549.24,85651.0
2555.28,85651.0
2561.22,85520.0
2567.2,85249.0
2573.19,85172.0
2579.12,84897.0
2585.05,84770.0
2591.11,84609.0
2597.06,84430.0
2603.04,84377.0
2609.02,84196.0
2614.96,83899.0
2620.95,83758.0
2626.87,83426.0
2632.8,83288.0
2638.72,83063.0
2644.65,82922.0
2650.62,82659.0
2656.53,82488.0
2662.5,82227.0
2668.4,82070.0
2674.23,81934.0
2680.27,81819.0
2686.26,81530.0
2692.27,81530.0
2698.33,81236.0
2704.22,81202.0
2710.21,80952.0
2716.22,80825.0
2722.1,80565.0
2728.02,80313.0
2734.0,80203.0
2739.99,79842.0
2745.86,79614.0
2751.81,79588.0
2757.81,79406.0
2763.72,79292.0
2769.74,79012.0
2775.68,78829.0
2781.67,78699.0
2787.65,78678.0
2793.57,78537.0
2799.56,78515.0
2805.57,78346.0
2811.53,77996.0
2817.49,77996.0
2823.49,77804.0
2829.41,77649.0
2835.43,77628.0
2841.4,77398.0
2847.36,76983.0
2853.3,76760.0
2859.28,76521.0
2865.23,76386.0
2871.19,75916.0
2877.21,75835.0
2883.14,75524.0
2889.04,75315.0
2894.93,75196.0
2900.9,75097.0
2906.83,74787.0
2912.75,74650.0
2918.73,74531.0
2924.71,74461.0
2930.72,74330.0
2936.61,74226.0
2942.51,74214.0
2948.47,74052.0
2954.4,73895.0
2960.31,73884.0
2966.3,73784.0
2972.24,73688.0
2978.23,73532.0
2984.16,73433.0
2990.11,73315.0
2996.13,73137.0
3002.13,73088.0
3008.08,73003.0
3014.07,72846.0
3020.06,72704.0
3025.91,72570.0
3031.84,72351.0
3037.85,72243.0
3043.8,72164.0
3049.88,72084.0
3055.9,72018.0
3061.85,71937.0
3067.82,71833.0
3073.77,71694.0
3079.76,71683.0
3085.66,71573.0
3091.6,71402.0
3097.53,71199.0
3103.5,71047.0
3109.47,70844.0
3115.53,70676.0
3121.5,70511.0
3127.49,70268.0
3133.47,70268.0
3139.43,70093.0
3145.41,69988.0
3151.39,69880.0
3157.34,69738.0
3163.33,69681.0
3169.31,69585.0
3175.29,69548.0
3181.32,69361.0
3187.29,69301.0
3193.27,69184.0
3199.31,69184.0
3205.26,69044.0
3211.27,68989.0
3217.29,68945.0
3223.31,68777.0
3229.21,68777.0
3235.17,68760.0
3241.13,68724.0
3247.19,68629.0
3253.17,68561.0
3259.17,68481.0
3265.08,68376.0
3271.07,68357.0
3277.03,68113.0
3282.95,68050.0
3289.0,67960.0
3294.93,67885.0
3300.84,67819.0
3306.84,67723.0
3312.77,67639.0
3318.71,67503.0
3324.67,67356.0
3330.56,67209.0
3336.52,66978.0
3342.49,66978.0
3348.45,66895.0
3354.4,66835.0
3360.38,66757.0
3366.31,66496.0
3372.23,66496.0
3378.2,66337.0
3384.15,66240.0
3390.08,66150.0
3396.02,66064.0
3402.02,65966.0
3408.0,65856.0
3413.95,65856.0
3419.87,65802.0
3425.81,65802.0
3431.78,65698.0
3437.7,65690.0
3443.65,65629.0
3449.58,65581.0
3455.47,65497.0
3461.4,65449.0
3467.42,65301.0
3473.35,65223.0
3479.33,65133.0
3485.33,65042.0
3491.2,64912.0
3497.09,64843.0
3503.03,64680.0
3509.03,64601.0
3514.95,64475.0
3520.92,64430.0
3526.82,64246.0
3532.74,64215.0
3538.67,64145.0
3544.54,64035.0
3550.5,63925.0
3556.48,63828.0
3562.38,63736.0
3568.31,63636.0
3574.23,63508.0
3580.16,63508.0
3586.09,63397.0
3591.96,63339.0
3597.89,63220.0
3603.82,63149.0
3609.71,62995.0
3615.62,62903.0
3621.52,62872.0
3627.48,62741.0
3633.42,62688.0
3639.33,62654.0
3645.33,62602.0
3651.29,62532.0
3657.26,62409.0
3663.24,62406.0
3669.17,62267.0
3675.12,62212.0
3681.09,62183.0
3687.12,62035.0
3693.14,61998.0
3699.16,61801.0
3705.11,61713.0
3711.08,61615.0
3717.02,61595.0
3722.96,61523.0
3728.85,61383.0
3734.86,61352.0
3740.89,61300.0
3746.83,61204.0
3752.87,61133.0
3758.82,61133.0
3764.76,61085.0
3770.69,60989.0
3776.72,60941.0
3782.62,60854.0
3788.61,60749.0
3794.55,60679.0
3800.5,60627.0
3806.51,60477.0
3812.45,60332.0
3818.38,60332.0
3824.31,60285.0
3830.29,60187.0
3836.19,60147.0
3842.18,60029.0
3848.11,59953.0
3853.98,59784.0
3859.92,59766.0
3865.86,59699.0
3871.79,59589.0
3877.87,59546.0
3883.89,59381.0
3889.85,59367.0
3895.78,59105.0
3901.73,59088.0
3907.65,58855.0
3913.59,58713.0
3919.52,58699.0
3925.38,58647.0
3931.34,58550.0
3937.24,58546.0
3943.14,58444.0
3949.08,58410.0
3955.02,58269.0
3960.98,58269.0
3966.93,58216.0
3972.83,58164.0
3978.8,58101.0
3984.75,58101.0
3990.68,58032.0
3996.51,57972.0
4002.45,57868.0
4008.45,57784.0
4014.34,57673.0
4020.28,57632.0
4026.18,57502.0
4032.13,57481.0
4038.08,57380.0
4044.06,57295.0
4049.96,57182.0
4055.96,57110.0
4061.89,57038.0
4067.79,56830.0
4073.75,56830.0
4079.7,56656.0
4085.63,56623.0
4091.55,56513.0
4097.43,56427.0
4103.4,56352.0
4109.35,56239.0
4115.3,56239.0
4121.24,56162.0
4127.17,56078.0
4133.1,56038.0
4139.02,56009.0
4144.99,55969.0
4150.94,55962.0
4156.88,55922.0
4162.76,55815.0
4168.82,55815.0
4174.71,55772.0
4180.62,55742.0
4186.54,55691.0
4192.46,55628.0
4198.38,55578.0
4204.33,55421.0
4210.28,55381.0
4216.25,55295.0
4222.12,55269.0
4228.02,55210.0
4234.04,55194.0
4239.99,55130.0
4246.0,55079.0
4252.02,55024.0
4257.98,54936.0
4263.92,54929.0
4269.96,54861.0
4275.88,54823.0
4281.85,54821.0
4287.9,54649.0
4293.88,54569.0
4299.79,54569.0
4305.79,54533.0
4311.77,54450.0
4317.72,54382.0
4323.62,54368.0
4329.49,54357.0
4335.43,54337.0
4341.35,54262.0
4347.33,54214.0
4353.27,54172.0
4359.35,54127.0
4365.25,54073.0
4371.16,54043.0
4377.1,53973.0
4382.98,53869.0
4388.94,53816.0
4394.92,53669.0
4400.79,53669.0
4406.67,53532.0
4412.68,53503.0
4418.56,53470.0
4424.72,53351.0
4431.13,53351.0
4437.03,53343.0
4442.9,53248.0
4448.86,53245.0
4454.86,53245.0
4460.82,53161.0
4466.8,53149.0
4472.68,53135.0
4478.62,53062.0
4484.77,53048.0
4490.83,52980.0
4496.76,52980.0
4502.69,52952.0
4508.75,52868.0
4514.69,52803.0
4520.68,52691.0
4526.62,52663.0
4532.53,52646.0
4538.47,52641.0
4544.59,52596.0
4550.64,52596.0
4556.59,52562.0
4562.49,52512.0
4568.48,52512.0
4574.39,52460.0
4580.31,52446.0
4586.24,52345.0
4592.24,52345.0
4598.13,52271.0
4604.07,52227.0
4610.23,52207.0
4616.13,52157.0
4622.06,52104.0
4628.04,52104.0
4633.94,52065.0
4639.88,51994.0
4645.78,51983.0
4651.68,51926.0
4657.57,51890.0
4663.52,51884.0
4669.43,51884.0
4675.37,51842.0
4681.3,51842.0
4687.23,51842.0
4693.17,51800.0
4699.16,51772.0
4705.06,51758.0
4711.0,51705.0
4716.88,51689.0
4722.77,51687.0
4728.66,51651.0
4734.62,51606.0
4740.5,51591.0
4746.4,51566.0
4752.38,51548.0
4758.33,51524.0
4764.24,51508.0
4770.15,51458.0
4776.08,51458.0
4782.02,51445.0
4787.99,51445.0
4793.88,51445.0
4799.82,51445.0
4805.73,51445.0
4811.68,51445.0
4817.63,51445.0
4823.6,51445.0
4829.54,51445.0
4835.43,51445.0
4841.35,51445.0
4847.27,51445.0
4853.16,51445.0
4859.08,51445.0
4865.12,51445.0
4871.07,51445.0
4877.14,51445.0
4883.19,51445.0
4889.07,51445.0
4895.04,51445.0
4900.98,51445.0
4906.92,51445.0
4912.87,51445.0
4918.74,51445.0
4924.62,51445.0
4930.57,51445.0
4936.49,51445.0
4942.43,51445.0
4948.39,51445.0
4954.27,51445.0
4960.3,51445.0
4966.26,51445.0
4972.19,51445.0
4978.13,51445.0
4984.04,51445.0
4989.99,51445.0
4995.89,51445.0
5001.92,51445.0
5007.82,51445.0
5013.73,51445.0
5019.66,51445.0
5025.53,51445.0
5031.46,51445.0
5037.5,51445.0
5043.45,51445.0
5049.35,51445.0
5055.3,51445.0
5061.28,51445.0
5067.21,51445.0
5073.12,51445.0
5078.99,51445.0
5084.92,51445.0
5090.91,51445.0
5096.9,51445.0
5102.81,51445.0
5108.78,51445.0
5114.72,51445.0
5120.76,51445.0
5126.78,51445.0
5132.71,51445.0
5138.64,51445.0
5144.64,51445.0
5150.57,51445.0
5156.51,51445.0
5162.45,51445.0
5168.42,51445.0
5174.33,51445.0
5180.26,51445.0
5186.14,51445.0
5192.06,51445.0
5197.99,51445.0
5203.96,51445.0
5209.89,51445.0
5215.9,51445.0
5221.77,51445.0
5227.74,51445.0
5233.71,51445.0
5239.7,51445.0
5245.65,51445.0
5251.68,51445.0
5257.58,51445.0
5263.48,51445.0
5269.41,51445.0
5275.33,51445.0
5281.25,51445.0
5287.17,51445.0
5293.07,51445.0
5298.96,51445.0
5304.97,51445.0
5310.93,51445.0
5316.82,51445.0
5322.78,51445.0
5328.77,51445.0
5334.73,51445.0
5340.67,51445.0
5346.59,51445.0
5352.58,51445.0
5358.57,51445.0
5364.52,51445.0
5370.5,51445.0
5376.48,51445.0
5382.47,51445.0
5388.42,51445.0
5394.33,51445.0
5400.24,51445.0
5406.15,51445.0
5412.08,51445.0
5418.06,51445.0
5423.98,51445.0
5429.98,51445.0
5435.83,51445.0
5441.74,51445.0
5447.71,51445.0
5453.64,51445.0
5459.6,51445.0
5465.64,51445.0
5471.59,51445.0
5477.5,51445.0
5483.49,51445.0
5489.42,51445.0
5495.4,51445.0
5501.39,51445.0
5507.3,51445.0
5513.28,51445.0
5519.18,51445.0
5525.15,51445.0
5531.08,51445.0
5537.03,51445.0
5542.92,51445.0
5548.84,51445.0
5554.79,51445.0
5560.78,51445.0
5566.71,51445.0
5572.7,51445.0
5578.6,51445.0
5584.55,51445.0
5590.5,51445.0
5596.45,51445.0
5602.45,51445.0
5608.44,51445.0
5614.39,51445.0
5620.33,51445.0
5626.26,51445.0
5632.25,51445.0
5638.19,51445.0
5644.11,51445.0
5650.07,51445.0
5656.04,51445.0
5662.02,51445.0
5667.92,51445.0
5673.85,51445.0
5679.84,51445.0
5685.77,51445.0
5691.78,51445.0
5697.67,51445.0
5703.6,51445.0
5709.53,51445.0
5715.53,51445.0
5721.48,51445.0
5727.4,51445.0
5733.34,51445.0
5739.28,51445.0
5745.22,51432.0
5751.19,51432.0
5757.13,51432.0
5763.03,51432.0
5768.95,51432.0
5774.87,51411.0
5780.83,51411.0
5786.85,51387.0
5792.78,51232.0
5798.75,51232.0
5804.72,51232.0
5810.68,51180.0
5816.66,51156.0
5822.63,51156.0
5828.59,51113.0
5834.51,51089.0
5840.53,51059.0
5846.47,51021.0
5852.41,50997.0
5858.39,50927.0
5864.34,50927.0
5870.24,50859.0
5876.19,50847.0
5882.26,50779.0
5888.12,50772.0
5894.04,50755.0
5900.0,50723.0
5905.93,50519.0
5911.93,50411.0
5917.84,50336.0
5923.73,50306.0
5929.66,50290.0
5935.56,50274.0
5941.5,50184.0
5947.47,50184.0
5953.38,50161.0
5959.36,50160.0
5965.36,50109.0
5971.28,50109.0
5977.19,50005.0
5983.12,50004.0
5989.06,49999.0
5994.97,49920.0
6000.97,49914.0
6006.91,49913.0
6012.75,49845.0
6018.77,49757.0
6024.71,49755.0
6030.66,49740.0
6036.63,49667.0
6042.54,49651.0
6048.44,49651.0
6054.36,49625.0
6060.29,49624.0
6066.31,49624.0
6072.26,49596.0
6078.22,49596.0
6084.12,49569.0
6090.08,49555.0
6096.06,49522.0
6102.0,49381.0
6108.0,49373.0
6113.93,49347.0
6119.83,49315.0
6125.78,49293.0
6131.68,49284.0
6137.58,49255.0
6143.57,49251.0
6149.45,49251.0
6155.35,49251.0
6161.33,49242.0
6167.23,49211.0
6173.23,49211.0
6179.18,49198.0
6185.08,49189.0
6190.99,49149.0
6196.86,49140.0
6202.82,49125.0
6208.79,49094.0
6214.71,49088.0
6220.67,49030.0
6226.58,49030.0
6232.55,49007.0
6238.63,48983.0
6244.56,48967.0
6250.47,48925.0
6256.4,48905.0
6262.36,48888.0
6268.35,48858.0
6274.33,48809.0
6280.23,48809.0
6286.17,48769.0
6292.11,48742.0
6298.03,48716.0
6303.96,48698.0
6309.89,48665.0
6315.79,48665.0
6321.76,48625.0
6327.69,48611.0
6333.57,48562.0
6339.52,48521.0
6345.39,48478.0
6351.41,48458.0
6357.36,48449.0
6363.31,48449.0
6369.26,48435.0
6375.19,48425.0
6381.14,48396.0
6387.12,48396.0
6393.08,48387.0
6398.98,48331.0
6404.91,48331.0
6411.0,48234.0
6416.89,48195.0
6422.77,48130.0
6428.74,48130.0
6434.71,48091.0
6440.69,48085.0
6446.6,48085.0
6452.59,48027.0
6458.51,48027.0
6464.61,47982.0
6470.52,47961.0
6476.48,47955.0
6482.46,47928.0
6488.42,47928.0
6494.39,47904.0
6500.42,47901.0
6506.3,47892.0
6512.23,47892.0
6518.23,47878.0
6524.14,47878.0
6530.14,47845.0
6536.13,47839.0
6542.1,47839.0
6548.0,47830.0
6553.9,47774.0
6559.87,47774.0
6565.83,47774.0
6571.75,47759.0
6577.72,47729.0
6583.63,47704.0
6589.6,47703.0
6595.47,47659.0
6601.42,47633.0
6607.38,47607.0
6613.25,47607.0
6619.21,47604.0
6625.21,47590.0
6631.21,47475.0
6637.11,47475.0
6643.08,47458.0
6649.04,47393.0
6654.98,47376.0
6660.94,47376.0
6666.96,47376.0
6672.92,47376.0
6678.83,47376.0
6684.78,47366.0
6690.68,47366.0
6696.72,47366.0
6702.64,47366.0
6708.79,47347.0
6714.76,47347.0
6720.73,47347.0
6726.7,47340.0
6732.67,47340.0
6738.67,47337.0
6744.7,47248.0
6750.61,47248.0
6756.59,47248.0
6762.64,47248.0
6768.58,47248.0
6774.55,47248.0
6780.49,47248.0
6786.54,47248.0
6792.49,47248.0
6798.36,47248.0
6804.34,47248.0
6810.29,47248.0
6816.25,47248.0
6822.25,47248.0
6828.24,47248.0
6834.16,47248.0
6840.24,47248.0
6846.19,47248.0
6852.14,47231.0
6858.3,47231.0
6864.3,47141.0
6870.29,47141.0
6876.24,47094.0
6882.14,47094.0
6888.09,47065.0
6894.03,46976.0
6900.02,46947.0
6906.01,46947.0
6912.23,46895.0
6918.34,46895.0
6924.48,46878.0
6930.52,46875.0
6936.42,46875.0
6942.44,46875.0
6948.45,46875.0
6954.39,46856.0
6960.41,46856.0
6966.42,46856.0
6972.41,46856.0
6978.33,46856.0
6984.29,46856.0
6990.24,46856.0
6996.3,46806.0
7002.33,46806.0
7008.53,46787.0
7014.47,46787.0
7020.66,46732.0
7026.59,46712.0
7032.55,46712.0
7038.58,46712.0
7044.48,46712.0
7050.44,46706.0
7056.44,46701.0
7062.42,46701.0
7068.37,46701.0
7074.33,46701.0
7080.33,46701.0
7086.25,46701.0
7092.27,46688.0
7098.21,46671.0
7104.27,46671.0
7110.38,46671.0
7116.29,46668.0
7122.26,46668.0
7128.2,46625.0
7134.13,46625.0
7140.08,46621.0
7146.05,46566.0
7152.02,46562.0
7157.88,46520.0
7163.93,46520.0
7169.95,46516.0
7175.89,46488.0
7181.9,46487.0
7187.86,46477.0
7193.8,46443.0
7199.75,46443.0
7205.61,46431.0
7211.53,46431.0
7217.52,46431.0
7223.58,46428.0
7229.59,46428.0
7235.58,46266.0
7241.58,46263.0
7247.52,46263.0
7253.45,46241.0
7259.39,46215.0
7265.33,46140.0
7271.31,46113.0
7277.26,46067.0
7283.13,45987.0
7289.04,45972.0
7294.92,45892.0
7300.85,45885.0
7306.83,45885.0
7312.74,45878.0
7318.65,45871.0
7324.6,45867.0
7330.49,45861.0
7336.44,45861.0
7342.42,45847.0
7348.35,45843.0
7354.34,45843.0
7360.28,45839.0
7366.16,45804.0
7372.05,45781.0
7378.01,45781.0
7383.89,45773.0
7389.84,45731.0
7395.84,45717.0
7401.72,45675.0
7407.69,45640.0
7413.61,45632.0
7419.53,45632.0
7425.52,45632.0
7431.49,45615.0
7437.44,45615.0
7443.39,45615.0
7449.29,45610.0
7455.26,45610.0
7461.28,45584.0
7467.31,45584.0
7473.25,45569.0
7479.2,45569.0
7485.12,45569.0
7491.08,45569.0
7496.99,45569.0
7503.0,45569.0
7508.92,45569.0
7514.85,45569.0
7520.84,45569.0
7526.76,45567.0
7532.86,45513.0
7538.78,45513.0
7544.72,45503.0
7550.6,45495.0
7556.61,45492.0
7562.62,45492.0
7568.52,45455.0
7574.51,45452.0
7580.47,45389.0
7586.46,45389.0
7592.52,45389.0
7598.5,45373.0
7604.43,45359.0
7610.43,45359.0
7616.32,45317.0
7622.25,45317.0
7628.2,45293.0
7634.17,45269.0
7640.06,45237.0
7646.03,45234.0
7652.0,45200.0
7658.01,45200.0
7663.96,45200.0
7669.87,45200.0
7675.86,45200.0
7681.85,45200.0
7687.82,45200.0
7693.9,45200.0
7699.94,45200.0
7705.93,45200.0
7711.91,45200.0
7717.93,45200.0
7724.01,45200.0
7730.06,45200.0
7736.12,45200.0
7742.04,45200.0
7748.01,45200.0
7754.04,45200.0
7759.93,45200.0
7765.86,45200.0
7771.91,45200.0
7777.89,45200.0
7783.8,45200.0
7789.81,45200.0
7795.78,45200.0
7801.65,45200.0
7807.7,45200.0
7813.78,45200.0
7819.72,45200.0
7825.69,45200.0
7831.57,45200.0
7837.47,45200.0
7843.4,45200.0
7849.3,45200.0
7855.26,45200.0
7861.26,45200.0
7867.15,45200.0
7873.18,45200.0
7879.22,45200.0
7885.2,45200.0
7891.06,45200.0
7897.06,45200.0
7902.95,45200.0
7909.0,45200.0
7914.95,45200.0
7920.89,45200.0
7926.79,45200.0
7932.87,45200.0
7938.8,45200.0
7944.7,45200.0
7950.64,45200.0
7956.59,45200.0
7962.57,45200.0
7968.53,45200.0
7974.51,45200.0
7980.39,45200.0
7986.32,45200.0
7992.28,45200.0
7998.25,45200.0
8004.25,45200.0
8010.17,45200.0
8016.11,45200.0
8022.05,45200.0
8027.95,45200.0
8033.86,45200.0
8039.83,45200.0
8045.78,45200.0
8051.73,45200.0
8057.69,45200.0
8063.64,45200.0
8069.56,45200.0
8075.54,45200.0
8081.52,45200.0
8087.43,45200.0
8093.45,45200.0
8099.36,45200.0
8105.25,45200.0
8111.31,45200.0
8117.28,45200.0
8123.34,45200.0
8129.38,45200.0
8135.41,45200.0
8141.35,45200.0
8147.32,45200.0
8153.28,45200.0
8159.24,45200.0
8165.19,45200.0
8171.11,45200.0
8177.09,45200.0
8183.08,45200.0
8188.98,45200.0
8194.92,45200.0
8200.92,45200.0
8206.89,45200.0
8212.79,45200.0
8218.8,45200.0
8224.74,45200.0
8230.65,45200.0
8236.53,45200.0
8242.58,45200.0
8248.49,45200.0
8254.48,45200.0
8260.52,45200.0
8266.5,45200.0
8272.46,45200.0
8278.4,45200.0
8284.43,45200.0
8290.41,45200.0
8296.37,45200.0
8302.34,45200.0
8308.27,45200.0
8314.17,45200.0
8320.1,45200.0
8326.09,45200.0
8332.06,45200.0
8337.96,45200.0
8343.96,45200.0
8349.85,45200.0
8355.76,45200.0
8361.76,45200.0
8367.64,45200.0
8373.54,45200.0
8379.52,45200.0
8385.44,45200.0
8391.34,45200.0
8397.31,45200.0
8403.2,45200.0
8409.15,45200.0
8415.12,45200.0
8421.15,45200.0
8427.11,45200.0
8433.08,45200.0
8439.06,45200.0
8445.02,45200.0
8451.0,45200.0
8456.96,45200.0
8462.91,45200.0
8468.86,45200.0
8474.78,45200.0
8480.74,45200.0
8486.73,45200.0
8492.67,45200.0
8498.64,45200.0
8504.67,45200.0
8510.7,45200.0
8516.64,45200.0
8522.69,45200.0
8528.84,45200.0
8534.78,45200.0
8540.76,45200.0
8546.7,45200.0
8552.69,45200.0
8558.68,45200.0
8564.58,45200.0
8570.61,45200.0
8576.53,45200.0
8582.49,45200.0
8588.48,45200.0
8594.36,45200.0
8600.34,45200.0
8606.24,45200.0
8612.14,45200.0
8618.06,45200.0
8623.97,45200.0
8630.01,45200.0
8635.88,45200.0
8641.84,45200.0
8647.82,45200.0
8653.78,45200.0
8659.69,45200.0
8665.66,45200.0
8671.57,45200.0
8677.58,45200.0
8683.55,45200.0
8689.41,45200.0
8695.32,45200.0
8701.39,45200.0
8707.38,45200.0
8713.36,45200.0
8719.36,45200.0
8725.29,45200.0
8731.2,45200.0
8737.21,45200.0
8743.18,45200.0
8749.08,45200.0
8755.02,45200.0
8760.99,45200.0
8766.9,45200.0
8772.98,45200.0
8778.93,45200.0
8784.87,45200.0
8790.95,45200.0
8796.93,45200.0
8802.91,45200.0
8808.94,45200.0
8814.85,45200.0
8820.87,45200.0
8826.82,45200.0
8832.8,45200.0
8838.74,45200.0
8844.74,45200.0
8850.72,45200.0
8856.65,45200.0
8862.58,45200.0
8868.64,45200.0
8874.61,45200.0
8880.58,45200.0
8886.5,45200.0
8892.41,45200.0
8898.39,45200.0
8904.32,45200.0
8910.27,45200.0
8916.29,45200.0
8922.26,45200.0
8928.22,45200.0
8934.16,45200.0
8940.04,45200.0
8945.95,45200.0
8951.85,45200.0
8957.84,45200.0
8963.81,45200.0
8969.73,45200.0
8975.64,45200.0
8981.62,45200.0
8987.58,45200.0
8993.46,45192.0
8999.49,45192.0
9005.55,45192.0
9011.53,45192.0
9017.41,45192.0
9023.39,45192.0
9029.32,45192.0
9035.29,45192.0
9041.3,45192.0
9047.25,45192.0
9053.29,45192.0
9059.28,45192.0
9065.23,45192.0
9071.17,45192.0
9077.14,45192.0
9083.14,45192.0
9089.17,45192.0
9095.11,45192.0
9101.13,45192.0
9107.09,45192.0
9113.01,45192.0
9118.88,45192.0
9124.83,45192.0
9130.82,45192.0
9136.87,45192.0
9142.81,45192.0
9148.81,45192.0
9154.73,45192.0
9160.67,45192.0
9166.65,45192.0
9172.58,45192.0
9178.47,45192.0
9184.48,45192.0
9190.39,45192.0
9196.32,45192.0
9202.34,45192.0
9208.22,45192.0
9214.08,45192.0
9220.07,45192.0
9226.01,45192.0
9231.98,45192.0
9237.97,45192.0
9243.85,45192.0
9249.76,45192.0
9255.77,45192.0
9261.79,45192.0
9267.7,45192.0
9273.62,45192.0
9279.56,45192.0
9285.49,45192.0
9291.43,45192.0
9297.37,45192.0
9303.35,45192.0
9309.28,45192.0
9315.25,45192.0
9321.29,45192.0
9327.23,45192.0
9333.21,45192.0
9339.15,45192.0
9345.14,45192.0
9351.08,45192.0
9357.04,45192.0
9363.03,45192.0
9369.03,45192.0
9374.95,45192.0
9380.89,45192.0
9386.82,45192.0
9392.75,45192.0
9398.83,45192.0
9404.74,45192.0
9410.79,45192.0
9416.72,45192.0
9422.67,45192.0
9428.62,45192.0
9434.62,45192.0
9440.61,45192.0
9446.52,45192.0
9452.52,45192.0
9458.47,45192.0
9464.45,45192.0
9470.46,45192.0
9476.36,45192.0
9482.29,45192.0
9488.35,45192.0
9494.35,45192.0
9500.31,45192.0
